,name,icao,country
3806,Oriental Air Bridge,NGK,Japan
3807,Oriental Airlines,OAC,Nigeria
3808,Origin Pacific Airways,OGN,New Zealand
3809,Orion Air Charter,OED,South Africa
3810,Orion-x,OIX,Russia
3811,Orlan-2000,KOV,Kazakhstan
3812,Ornage Aircraft Leasing,RNG,Netherlands
3813,Orscom Tourist Installations Company,OAD,Egypt
3814,Osh Avia,OSH,Kyrgyzstan
3815,Ostend Air College,OCO,Belgium
3816,Ostfriesische Lufttransport,OLT,Germany
3817,Oulun Tilauslento,FNL,Finland
3818,Our Airline,RON,Nauru
3819,Out Of The Blue Air Safaris,OOT,South Africa
3820,Overland Airways,OLA,Nigeria
3821,Oxaero,OXE,United Kingdom
3822,Oxford Air Services,WDK,United Kingdom
3823,Oxley Aviation,OAA,Australia
3824,Ozark Air Lines,OZR,United States
3825,Ozjet Airlines,OZJ,Australia
3826,P & P Floss Pick Manufacturers,KTL,South Africa
3827,PAC Air,PCR,United States
3828,PAN Air,PNR,Spain
3829,PB Air,PBA,Thailand
3830,PDQ Air Charter,PDQ,United States
3831,PHH Aviation System,XAS,United States
3832,PLM Dollar Group,PDG,United Kingdom
3833,PLUNA,PUA,Uruguay
3834,PMTair,PMT,Cambodia
3835,PRT Aviation,PRP,Spain
3836,PSA Airlines,JIA,United States
3837,PTL Luftfahrtunternehemen,KST,Germany
3838,Paccair,WIS,United States
3839,Pace Airlines,PCE,United States
3840,Pacific Air Boats,PAB,Canada
3841,Pacific Air Charter,PRC,United States
3842,Pacific Air Express,PCF,United States
3843,Pacific Air Transport,PXP,United States
3844,Jetstar Pacific,PIC,Vietnam
3845,Pacific Alaska Airlines,PAK,United States
3846,Pacific Aviation (Australia),PCV,Australia
3847,Pacific Aviation (United States),PCX,United States
3848,Pacific Blue,PBN,New Zealand
3849,Pacific Coast Airlines,PQA,United States
3850,Pacific Coastal Airline,PCO,Canada
3851,Pacific East Asia Cargo Airlines,PEC,Philippines
3852,Pacific Flight Services,PFA,Singapore
3853,Pacific International Airlines,PIN,United States
3854,Pacific Island Aviation,PSA,United States
3855,Pacific Jet,PCJ,United States
3856,Pacific Pearl Airways,PPM,Philippines
3857,Pacific Rim Airways,PAR,Australia
3858,Pacific Southwest Airlines,PSX,United States
3859,Pacific Wings,NMI,United States
3861,Pacificair Airlines,PFR,United States
3862,Package Express,RCY,United States
3863,Paisajes Espanoles,PAE,Spain
3864,Pak West Airlines,PKW,United States
3865,Pakistan International Airlines,PIA,Pakistan
3866,Pakker Avio,PKR,Estonia
3867,Pal Aerolineas,LPA,Mexico
3868,Palau Asia Pacific Airlines,PPC,Palau
3869,Palau Trans Pacific Airline,PTP,Palau
3870,Palestinian Airlines,PNW,Egypt
3871,Palmer Aviation,JSP,United Kingdom
3872,Pamir Airways,PIR,Afghanistan
3873,Pan African Air Services,PFN,Sierra Leone
3874,Pan African Airways,ODM,Kenya
3875,Pan Air,PAX,United States
3876,Pan Am Weather Systems,XPA,United States
3877,Pan Am World Airways,PWD,Dominican Republic
3878,Pan American Airways,PAA,United States
3879,Pan American World Airways,PAA,United States
3880,Pan Europeenne Air Service,PEA,France
3881,Pan Havacilik Ve Ticaret,PHT,Turkey
3882,Pan Malaysian Air Transport,PMA,Malaysia
3883,Pan-Air,PNC,Mexico
3884,Panafrican Airways,PNF,Ivory Coast
3885,Panagra Airways,PGI,United States
3886,Panamedia,PEI,Spain
3887,Panavia,PVI,Panama
3888,Panh,PNH,Russia
3889,Pannon Air Service,PHU,Hungary
3890,Panorama,PNM,Spain
3891,Panorama Air Tour,PAH,United States
3892,Panorama Flight Service,AFD,United States
3893,Pantanal Linhas Aéreas,PTN,Brazil
3894,Papair Terminal,HMP,Haiti
3895,Paradise Airways,PAI,United States
3896,Paradise Island Airways,PDI,United States
3897,Paragon Air Express,PGX,United States
3898,Paragon Global Flight Support,PGF,United Kingdom
3899,Paramount Airlines,PRR,Sierra Leone
3900,Paramount Airways,PMW,India
3901,Parcel Express,APE,United States
3902,Pariz Air,IRE,Iran
3903,Pars Aviation Service,PRA,Iran
3904,Parsa,PST,Panama
3905,Parsons Airways Northern,FAP,Canada
3906,Pascan Aviation,PSC,Canada
3907,Passaredo Transportes Aereos,PTB,Brazil
3908,Patria Cargas Aereas,PTC,Argentina
3909,Patriot Aviation Limited,BYT,United Kingdom
3910,Patterson Aviation Company,ETL,United States
3911,Pawan Hans,PHE,India
3912,Payam Air,IRP,Iran
3913,Peach Air,KGC,United Kingdom
3914,Pearl Air,PRL,Pakistan
3915,Pearl Air Services,PBY,Uganda
3916,Pearl Airways,HPA,Haiti
3917,Peau Vava%Gʻ%@u,PVU,Tonga
3918,Pecotox Air,PXA,Moldova
3919,Pegasus Airlines,PGT,Turkey
3920,Pegasus Aviation,PEV,Greece
3922,Pegasus Helicopters,HAK,Norway
3923,Pelican Air Services,PDF,South Africa
3924,Pelican Express,PEX,United States
3925,Pelita Air Service,PAS,Indonesia
3926,Pem-Air,PEM,Canada
3927,Pen-Avia,PDY,United Kingdom
3928,Peninsula Airways,PEN,United States
3929,Peninter Aerea,PNE,Mexico
3930,Penya De L'Aire,PCA,Spain
3931,Peran,CVT,Kazakhstan
3932,Perforadora Central,PCC,Mexico
3933,Perimeter Aviation,PAG,Canada
3934,Perm Airlines,PGP,Russia
3935,Personas Y Pasquetes Por Air,PPQ,Mexico
3936,Peruvian Air Force,FPR,Peru
3937,Peruvian Navy,INP,Peru
3938,Petroleos Mexicanos,PMX,Mexico
3939,Petroleum Helicopters,PHM,United States
3940,Petroleum Helicopters de Colombia,PHC,Colombia
3941,Petropavlovsk-Kamchatsk Air Enterprise,PTK,Russia
3942,Petty Transport,PTY,United States
3943,Phenix Aviation,PHV,France
3944,Phetchabun Airline,PMY,Thailand
3945,Philippine Airlines,PAL,Philippines
3946,Philips Aviation Services,PHI,Netherlands
3947,Phillips Air,BCH,United States
3948,Phillips Alaska,PDD,United States
3949,Phillips Michigan City Flying Service,PHL,United States
3950,Phoebus Apollo Aviation,PHB,South Africa
3951,Phoebus Apolloa Zambia,KZM,Zambia
3952,Phoenix Air Group,PHA,United States
3953,Phoenix Air Lines,PHN,Brazil
3954,Phoenix Air Service,PAM,Germany
3955,Phoenix Air Transport,PPG,United States
3956,Phoenix Airline Services,WDY,United States
3958,Phoenix Avia,PHY,Armenia
3959,Phoenix Aviation,PHG,Kyrgyzstan
3960,Phoenix Flight Operations,XPX,United States
3961,Phuket Air,VAP,Thailand
3962,Piedmont Airlines (1948-1989),PDT,United States
3963,Pilatus Flugzeugwerke,PCH,Switzerland
3964,Pilatus PC-12 Center De Mexico,PLU,Mexico
3965,Pimichikamac Air,MKS,Canada
3966,Pineapple Air,PNP,Bahamas
3967,Pinframat,PIM,Angola
3968,Pinnacle Air Group,PCL,United States
3969,Pinnacle Airlines,FLG,United States
3970,Pioneer Airlines,PIO,United States
3971,Pioneers Limited,PER,Pakistan
3972,Pirinair Express,PRN,Spain
3973,Planar,PLN,Angola
3974,Planemaster Services,PMS,United States
3975,Planet Airways,PLZ,United States
3976,Players Air,PYZ,United States
3977,Ploizeihubschrauberstaffel Hamburg,LIB,Germany
3978,Plymouth School of Flying,PSF,United Kingdom
3979,Pocono Air Lines,POC,United States
3980,Podilia-Avia,PDA,Ukraine
3981,Point Afrique Niger,PAZ,Niger
3982,Point Airlines,RMI,Nigeria
3983,Pointair Burkina,PAW,Burkina Faso
3984,Points of Call Airlines,PTS,Canada
3985,Polar Air Cargo,PAC,United States
3986,Polar Airlines de Mexico,PMO,Mexico
3987,Polestar Aviation,PSR,United Kingdom
3988,Polet,POT,Russia
3989,Police Aux Frontiers,POF,France
3990,Police Aviation Services,PLC,United Kingdom
3991,Polish Air Force,PLF,Poland
3992,Polish Navy,PNY,Poland
3993,Polizeifliegerstaffel Nordrhein-Westfalen,NRW,Germany
3994,Polizeihibschrauberstaffel Neidersachsen,PPH,Germany
3995,Polizeihuberschrauberstaffel Sachsen-Anhalt,PIK,Germany
3996,Polizeihubschrafterstaffel Rheinland-Pfalz,SRP,Germany
3997,Polizeihubschrauberstaffel Baden-Wurtemberg,PBW,Germany
3998,Polizeihubschrauberstaffel Bayern,EDL,Germany
3999,Polizeihubschrauberstaffel Brandenburg,PBB,Germany
4000,Polizeihubschrauberstaffel Hessen,PHH,Germany
4001,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,PMV,Germany
4002,Polizeihubschrauberstaffel Sachsen,PHS,Germany
4003,Polizeihubschrauberstaffel Thuringen,HBT,Germany
4004,Polo Aviation,CUK,United Kingdom
4005,Polynesian Air-Ways,PLA,United States
4006,Polynesian Airlines,PAO,Samoa
4007,Polynesian Blue,PLB,New Zealand
4009,Pond Air Express,PND,United States
4010,Pont International Airline Services,PSI,Suriname
4011,Pool Aviation,PLX,United Kingdom
4012,Port Townsend Airways,PTQ,United States
4013,Porteadora De Cosola,POR,Mexico
4014,Porter Airlines,POE,Canada
4015,Portugalia,PGA,Portugal
4016,Portuguese Air Force,AFP,Portugal
4017,Portuguese Army,POA,Portugal
4018,Portuguese Navy,PON,Portugal
4019,Potomac Air,PDC,United States
4020,Potosina Del Aire,PSN,Mexico
4021,Powell Air,PWL,Canada
4022,Prairie Flying Service,PFS,United States
4023,Pratt and Whitney Canada,PWC,Canada
4024,Precision Air,PRF,Tanzania
4025,Precision Airlines,PRE,United States
4026,Premiair,BAT,Luxembourg
4027,Premiair Aviation Services,PGL,United Kingdom
4028,Premiair Fliyng Club,PME,United Kingdom
4029,Premium Air Shuttle,EMI,Nigeria
4030,Premium Aviation,PMU,Germany
4031,Presidence Du Faso,BFA,Burkina Faso
4032,Presidencia de La Republica de Guinea Ecuatorial,ONM,Equatorial Guinea
4033,President Airlines,PSD,Cambodia
4034,Presidential Aviation,PRD,United States
4035,Priester Aviation,PWA,United States
4036,Primair,PMM,Russia
4037,Primaris Airlines,WCP,United States
4038,Primas Courier,PMC,United States
4039,Primavia Limited,CRY,United Kingdom
4040,Prime Air,PRM,United States
4041,Prime Aviation,PKZ,Kazakhstan
4042,Prince Edward Air,CME,Canada
4043,Princely Jets,PJP,Pakistan
4045,Princeton Aviation Corporation,PCN,United States
4046,Priority Air Charter,PRY,United States
4047,Priority Air Transport,PAT,United States
4048,Priority Aviation Company,BCK,United States
4049,Privatair,PTI,Switzerland
4050,Private Jet Expeditions,PJE,United States
4051,Private Jet Management,PJA,United States
4052,Private Wings Flugcharter,PWF,Germany
4053,Privilege Style L,PVG,Spain
4054,Pro Air,PRH,United States
4055,Pro Air Service,PSZ,United States
4056,Probiz Guinee,GIY,Guinea
4057,Professional Express Courier Service,PAD,United States
4058,Professione VOlare,PVL,Italy
4060,Promotora Industria Totolapa,PTT,Mexico
4061,Propair,PRO,Canada
4062,Propflight Air Services,PFZ,Zambia
4063,Propheter Aviation,PPA,United States
4064,Proteus Helicopteres,PTH,France
4065,Providence Airline,PTL,United States
4066,Providence Aviation Services,AWD,Pakistan
4067,Provincial Airlines,SPR,Canada
4068,Provincial Express,PRV,Canada
4069,Pskovavia,PSW,Russia
4070,Psudiklat Perhubungan Udara/PLP,UDA,Indonesia
4071,Ptarmigan Airways,PTA,Canada
4072,Publiservicios Aereos,PSP,Mexico
4073,Publivoo,PUV,Portugal
4074,Puerto Rico National Guard,PNG,United States
4075,Puerto Vallarta Taxi Aereo,TXV,Mexico
4076,Pulkovo Aircraft Services,PGH,Russia
4077,Puma Linhas Aereas,PLY,Brazil
4078,Puntavia Air Services,PTV,Djibouti
4079,Punto Fa,MGO,Spain
4080,Pyramid Air Lines,PYR,Egypt
4081,Qanot Sharq,QNT,Uzbekistan
4082,Qantas,QFA,Australia
4083,Qatar Air Cargo,QAC,Qatar
4084,Qatar Airways,QTR,Qatar
4085,Qatar Amiri Flight,QAF,Qatar
4086,Qeshm Air,IRQ,Iran
4087,Quantex Environmental,QTX,Canada
4088,Quebec Government Air Service,QUE,Canada
4089,Queen Air,QNA,Dominican Republic
4090,Quest Diagnostics,LBQ,United States
4091,Quick Air Jet Charter,QAJ,Germany
4092,Quick Airways Holland,QAH,Netherlands
4093,Quisqueya Airlines,QAS,Haiti
4094,Qurinea Air Service,QAQ,Libya
4095,Qwest Commuter Corporation,QCC,United States
4096,Qwestair,QWA,Australia
4097,Qwila Air,QWL,South Africa
4098,RA Jet Aeroservicios,RJT,Mexico
4100,RAF Barkston Heath,BKH,United Kingdom
4101,Church Fenton Flying Training Unit,CFN,United Kingdom
4102,Coltishall Flying Training Unit,COH,United Kingdom
4103,Coningsby Flying Training Unit,CBY,United Kingdom
4104,Cottesmore Flying Training Unit,COT,United Kingdom
4105,Cranwell Flying Training Unit,CWL,United Kingdom
4106,Kinloss Flying Training Unit,KIN,United Kingdom
4107,Leeming Flying Training Unit,LEE,United Kingdom
4108,RAF Leuchars,LCS,United Kingdom
4109,Linton-on-Ouse Flying Training Unit,LOP,United Kingdom
4110,Lossiemouth Flying Training Unit,LOS,United Kingdom
4111,Marham Flying Training Unit,MRH,United Kingdom
4112,Northwood Headquarters (RAF,NWO,United Kingdom
4113,RAF Scampton,SMZ,United Kingdom
4114,RAF St Athan,STN,UNited Kingdom
4115,RAF St Mawgan Search and Rescue,SMG,United Kingdom
4116,RAF Topcliffe Flying Training Unit,TOF,United Kingdom
4117,RAF Valley Flying Training Unit,VYT,United Kingdom
4118,RAF Valley SAR Training Unit,VLL,United Kingdom
4119,Waddington FTU,WAD,United Kingdom
4120,Wittering FTU,WIT,United Kingdom
4121,RAF-Avia,MTL,Latvia
4122,RAK Airways,RKM,United Arab Emirates
4123,RWL Luftfahrtgesellschaft,RWL,Germany
4124,Rabbit-Air,RBB,Switzerland
4125,Race Cargo Airlines,ACE,Ghana
4126,Rader Aviation,GBR,United States
4128,Raji Airlines,RAJ,Pakistan
4129,Raleigh Flying Service,RFA,United States
4130,Ram Air Freight,REX,United States
4131,Ram Aircraft Corporation,RMT,United States
4132,Ramp 66,PPK,United States
4133,Rangemile Limited,RGM,United Kingdom
4134,Raslan Air Service,MWR,Egypt
4135,Rath Aviaton,RAQ,Austria
4136,Ratkhan Air,CSM,Kazakhstan
4137,Raven Air,RVR,United Kingdom
4138,Raven Air,RVN,United States
4139,Ray Aviation,REI,Israel
4140,Raya Jet,RYT,Jordan
4141,Raytheon Aircraft Company,RTN,United States
4142,Raytheon Corporate Jets,RCJ,United Kingdom
4143,Raytheon Travel Air,KSS,United States
4144,Real Aero Club De Baleares,RCB,Spain
4145,Real Aero Club de Reus-Costa Dorado,CDT,Spain
4146,Real Aeroclub De Ternerife,RCD,Spain
4147,Real Aviation,RLV,Ghana
4148,Rebus,REB,Bulgaria
4149,Red Aviation,PSH,United Kingdom
4150,Red Baron Aviation,RBN,United States
4151,Red Devils Parachute Display Team,DEV,United Kingdom
4152,Red Sea Aviation,RDV,Egypt
4153,Red Sky Ventures,RSV,Namibia
4154,Red Star,STR,United Arab Emirates
4155,Redhill Aviation,RHC,United Kingdom
4156,Reed Aviation,RAV,United Kingdom
4157,Reef Air,REF,New Zealand
4158,Reem Air,REK,Kyrgyzstan
4159,Reeve Aleutian Airways,RVV,United States
4160,Regal Bahamas International Airways,RBH,Bahamas
4161,Regency Airlines,RGY,United States
4162,Regent Air,RAH,Canada
4163,Regio Air,RAG,Germany
4164,Region Air,RGR,Canada
4165,Regional 1,TSH,Canada
4166,Regional Air,RIL,Mauritania
4167,Regional Air Express,REW,Germany
4168,Regional Air Lines,RGL,Morocco
4169,Regional Air Services,REG,Tanzania
4171,Regional Express,RXA,Australia
4172,Regional Geodata Air,JJM,Spain
4173,RegionsAir,CEA,United States
4174,Reliance Aviation,REL,United States
4175,Reliant Airlines,RLT,United States
4176,Relief Transport Services,RTS,United Kingdom
4177,Renan,RAN,Moldova
4178,Reno Air,ROA,United States
4179,Renown Aviation,RGS,United States
4180,Republic Airlines,RPA,United States
4181,Republic Express Airlines,RPH,Indonesia
4182,Republicair,RBC,Mexico
4183,Resort Air,RST,United States
4184,Rhoades Aviation,RDS,United States
4185,Riau Airlines,RIU,Indonesia
4186,Rich International Airways,RIA,United States
4187,Richards Aviation,RVC,United States
4188,Richardson's Airway,RIC,United States
4189,Richland Aviation,RCA,United States
4190,Rick Lucas Helicopters,HPR,New Zealand
4191,Rico Linhas A,RLE,Brazil
4192,Ridder Avia,RID,Kazakhstan
4193,Riga Airclub,RAK,Latvia
4194,Rijnmond Air Services,RAZ,Netherland
4195,Rikspolisstyrelsen,POL,Sweden
4196,Rimrock Airlines,RIM,United States
4197,Rio Air Express,SKA,Brazil
4198,Rio Airways,REO,United States
4199,Rio Grande Air,GRN,United States
4200,Rio Sul Servi,RSL,Brazil
4201,River Ministries Air Charter,RVM,South Africa
4202,River State Government of Nigeria,RGP,Nigeria
4203,Rivne Universal Avia,UNR,Ukraine
4204,Roadair Lines,RDL,Canada
4205,Robinton Aero,RBT,Dominican Republic
4206,Roblex Aviation,ROX,United States
4207,Rockwell Collins Avionics,RKW,United States
4208,Rocky Mountain Airlines,ROC,Canada
4209,Rocky Mountain Airways,RMA,United States
4210,Rocky Mountain Holdings,LIF,United States
4211,Rodze Air,RDZ,Nigeria
4212,Rog-Air,FAD,Canada
4213,Rollright Aviation,RRZ,United Kingdom
4214,Rolls-Royce Limited,RRL,United Kingdom
4215,Rolls-Royce plc,BTU,United Kingdom
4216,Romanian Air Force,ROF,Romania
4217,Romavia,RMV,Romania
4218,Ronso,RNS,Mexico
4219,Roraima Airways,ROR,Guyana
4220,Rosneft-Baltika,RNB,Russia
4221,Ross Aviation,NRG,United States
4222,Rossair,RFS,Australia
4223,Rossair,RSS,South Africa
4224,Rossair Europe,ROS,Netherlands
4226,Roswell Airlines,RAL,United States
4227,Air Rarotonga,RAR,Cook Islands
4228,Rotatur,RTR,Brazil
4229,Rotormotion,RKT,United Kingdom
4230,Rotterdam Jet Center,JCR,Netherlands
4231,Rover Airways International,ROV,United States
4232,Rovos Air,VOS,South Africa
4233,Royal Air Cargo,RCG,South Africa
4234,Royal Air Force,RFR,United Kingdom
4235,Royal Air Force of Oman,MJN,Oman
4236,Royal Air Force,ACW,United Kingdom
4237,Royal Air Force,RRR,United Kingdom
4238,Royal Air Force,RRF,United Kingdom
4239,Royal Air Force,SHF,United Kingdom
4240,Royal Air Freight,RAX,United States
4241,Royal Air Maroc,RAM,Morocco
4242,Royal Airlines,RPK,Pakistan
4243,Royal American Airways,RLM,United States
4244,Royal Aruban Airline,RYL,Aruba
4245,Royal Australian Air Force,ASY,Australia
4246,Royal Aviation Express,RXP,Canada
4247,Royal Bahrain Airlines,RYB,Bahrain
4248,Royal Brunei Airlines,RBA,Brunei
4249,Royal Daisy Airlines,KDR,Uganda
4250,Royal Ghanaian Airlines,RGA,Ghana
4251,Royal Jet,ROJ,United Arab Emirates
4252,Royal Jordanian,RJA,Jordan
4253,Royal Jordanian Air Force,RJZ,Jordan
4254,Royal Khmer Airlines,RKH,Cambodia
4255,Royal Malaysian Air Force,RMF,Malaysia
4256,Royal Navy,NVY,United Kingdom
4257,Royal Nepal Airlines,RNA,Nepal
4258,Royal Netherland Navy,NRN,Netherlands
4259,Royal Netherlands Air Force,NAF,Netherlands
4260,Royal New Zealand Air Force,KIW,New Zealand
4261,Royal Norwegian Air Force,NOW,Norway
4262,Royal Oman Police,ROP,Oman
4263,Royal Phnom Penh Airways,PPW,Cambodia
4264,Royal Rwanda Airlines,RRA,Rwanda
4265,Royal Saudi Air Force,RSF,Saudi Arabia
4266,Royal Sky,RYS,Thailand
4267,Royal Swazi National Airways,RSN,Swaziland
4268,Royal Tongan Airlines,HRH,Tonga
4269,Royal West Airlines,RWE,United States
4270,Rubystar,RSB,Belarus
4271,Rumugu Air & Space Nigeria,RMG,Nigeria
4272,Rusaero,RUR,Russia
4273,Rusaero,KLE,Russia
4274,Rusair JSAC,CGI,Russia
4275,Rusich-T,RUH,Russia
4276,Rusline,RLU,Russia
4277,Russian Aircraft Corporation-MiG,MIG,Russia
4278,Russian Federation Air Force,RFF,Russia
4279,Russian Sky Airlines,ESL,Russia
4280,Rusuertol,RUZ,Russia
4281,Rutas Aereas,RUC,Venezuela
4282,Rutland Aviation,RND,United Kingdom
4283,Rwanda Airlines,RUA,Rwanda
4284,Rwanda Airways,RWA,Rwanda
4285,Rwandair Express,RWD,Rwanda
4286,Ryan Air Service,RCT,United States
4287,Ryan Air Services,RYA,United States
4288,Ryan International Airlines,RYN,United States
4289,Ryanair,RYR,Ireland
4290,Ryazan State Air Enterprise,RYZ,Russia
4291,Rynes Aviation,RAA,United States
4292,Régional,RAE,France
4293,South Asian Airlines,BDS,Bangladesh
4294,State Air Company Berkut,BEC,Kazakhstan
4295,SATA International,RZO,Portugal
4296,South African Airways,SAA,South Africa
4297,Sky Way Air,SAB,Kyrgyzstan
4298,SASCO Airlines,SAC,Sudan
4299,Republic of Singapore Air Force,SAF,Singapore
4300,SOS Flygambulans,SAG,Sweden
4301,Sayakhat Airlines,SAH,Kazakhstan
4302,Shaheen Air International,SAI,Pakistan
4303,Golden Eagle Air Services (FAA),SAJ,Canada
4304,Red Arrows Display Squadron,SAK,United Kingdom
4305,SAM Colombia,SAM,Colombia
4306,Servicios Aereos Nacionales (SAN),SAN,Ecuador
4307,Sahel Aviation Service,SAO,Mali
4308,Secretaria de Marina,ANX,Mexico
4309,Springbank Aviation,SAQ,Canada
4310,Scandinavian Airlines System,SAS,Sweden
4311,Samal Air,SAV,Kazakhstan
4312,Sham Wing Airlines,SAW,Syrian Arab Republic
4313,Sabah Air,SAX,Malaysia
4314,ScotAirways,SAY,United Kingdom
4315,Swiss Air-Ambulance,SAZ,Switzerland
4316,STA-MALI,SBA,Mali
4317,Steinman Aviation,SBB,United States
4318,Seven Bar Flying Service,SBF,United States
4319,Sabre Incorporated,SBG,United States
4320,S7 Airlines,SBI,Russia
4321,Sobel Airlines of Ghana,SBL,Ghana
4322,Sky Bahamas,SBM,Bahamas
4323,Stabo Air,SBO,Zambia
4324,Smithkline Beacham Clinical Labs,SBQ,United States
4325,Saber Aviation,SBR,United States
4326,Seaborne Airlines,SBS,United States
4327,Saint Barth Commuter,SBU,France
4328,Star Air,URJ,Pakistan
4329,Scibe Airlift,SBZ,Democratic Republic of the Congo
4330,Spanish Air Force,AME,Spain
4331,South Central Air,SCA,United States
4332,Seacoast Airlines,SCC,United States
4333,Scenic Airlines,SCE,United States
4334,Socofer,SCF,Angola
4335,Servicios Aereos San Cristobal,SCI,Mexico
4336,Sky Cam,SCK,France
4337,Switfair Cargo,SCL,Canada
4338,South American Airlines,SCN,Peru
